Scopus,country,2000,2001,2002,2003,2004
60015095,US,16435953000;16438350400;24326702000;24327128800;24377455000;24390103300;24455098500;25024560800;25223693600;25637633400;35590233900;37125523800;55353690000;55824112100;57190646477;57191086927;6505865408;6506236651;6506901871;6507269085;6508070994;6602264644;6603768691;6701515593;7005721898;7006485946;7102960945;7103203738;7201651177;7202020275;7203000846;7401733949;7402023755;7402750105;7801369591;8782695300,16435953000;16438350400;24326702000;24327128800;24377455000;24390103300;24455098500;25024560800;25223693600;25637633400;35590233900;37125523800;55353690000;55443217400;55824112100;57190646477;57191086927;6505865408;6506236651;6506901871;6507269085;6508070994;6602264644;6603768691;6701515593;7005721898;7006485946;7102960945;7103203738;7201651177;7202020275;7203000846;7401733949;7402023755;7402750105;8782695300,15763987300;16435953000;16438350400;24326702000;24327128800;24377455000;24390103300;24455098500;25024560800;25223693600;25637633400;35590233900;37125523800;55353690000;55443217400;55824112100;57190646477;57191086927;57195993893;6505865408;6506236651;6506901871;6507269085;6507781891;6508070994;6602264644;6603768691;6701515593;7005721898;7006485946;7102960945;7103203738;7202020275;7203000846;7401733949;7402023755;7402750105;8782695300,15763987300;16435953000;16438350400;24326702000;24327128800;24377455000;24390103300;24455098500;25223693600;25637633400;35590233900;37125523800;55353690000;55443217400;57190646477;57191086927;57195993893;6505865408;6506236651;6506901871;6507269085;6507781891;6508070994;6602264644;6603768691;7005721898;7006485946;7102960945;7103203738;7202020275;7203000846;7401733949;7402023755;7402750105;7406650705;8782695300,15763987300;16435953000;24327128800;24377455000;24390103300;24455098500;25637633400;35590233900;37125523800;55353690000;57195993893;6505865408;6506901871;6507269085;6507781891;6602264644;6603768691;7005721898;7006485946;7102960945;7103203738;7203000846;7401733949;7402750105;7406650705;8782695300
60020245,US,22957551600;24301503100;24349181600;24349484600;35622817300;6507361683;6602254662;7403023980,22957551600;24301503100;24349181600;24349484600;35622817300;57194388561;6507361683,22957551600;24301503100;24349181600;24349484600;35622817300;57194388561,22957551600;24301503100;24349181600;24349484600;35622817300;54582456300;57194388561,22957551600;24301503100;24349181600;35622817300;54582456300;57194388561
60003488,US,33068474900,33068474900;57025309500,33068474900;57025309500,33068474900,33068474900
60029390,US,16421144100;25025675800;55197236300;6603964332;7004856581,16421144100;55197236300;6603964332;7004856581,16421144100;6603964332;7004856581,16421144100;16428732500;55474626700;6603964332;7003458639;7004856581,16421144100;22233995600;6603964332;7003458639;7004856581
60008734,NL,15062844500;6603467881,15062844500,15062844500,15062844500,
60022636,US,14825297000;16021120900;24168403800;35209125900;36834291900;55256247200;55804577700;56013068900;56539045600;56789469100;57190107539;6603712414;7102545726;7202333280;8924855300,14825297000;16021120900;55804577700;56013068900;56539045600;57190107539;6603712414;7102545726;7202333280,14825297000;16021120900;55804577700;56013068900;56539045600;57190107539;6603712414;7102545726,14825297000;16021120900;55472784900;55804577700;56013068900;56539045600;57190107539;6603712414;7102545726,14825297000;16021120900;55472784900;55804577700;56013068900;57190107539;57213056419;6603712414;7102545726
60003337,US,25027901600;37115604600;55466180300;57012752300;57192964539;57193902877;7201803067;8855461100,25027901600;37115604600;55466180300;57012752300;57192964539;57193902877;7201803067;8855461100,25027901600;37115604600;55466180300;57012752300;57192964539;57193902877;6602689173;7201803067;8855461100,25027901600;37115604600;55466180300;57012752300;57192964539;57193902877;6602689173;7201803067;7801494610;8855461100,25027901600;55466180300;57012752300;57193902877;6602689173;7201803067;7801494610;8855461100
60014539,US,6506128189,35361640700;6506128189,35361640700;6506128189,35361640700;6506128189,35361640700;6506128189
60020338,US,57191132767;6603829623,57191132767;7102980636,57191132767;7202054452,,
60113200,US,,,7401910719,6504188931,6504188931
60004805,US,24777470100;6504353460,24777470100;6504353460,24777470100;6504353460,24777470100;6504353460,24777470100
60018319,US,16427740500;16477037700;23487490700;24451799600;24495580500;24524077200;26643593100;56976739200;57190928947;6603524126;6701691043;6701783801;6701809503;7004341297;7004551829;7005150569;7005392708;7005488206;7006554030;7006950217;7102424162;7401745942;7403587144;7404252137;7404299884;7404547800;7801568843;7801624871;8447500800,16427740500;16477037700;23487490700;24451799600;24495580500;24524077200;26643593100;56976739200;57190928947;6603524126;6701691043;6701783801;6701809503;7004341297;7004551829;7005150569;7005392708;7005488206;7006554030;7006950217;7102424162;7401745942;7403587144;7404252137;7404299884;7404547800;7801624871;8447500800,16427740500;16477037700;23487490700;24451799600;24495580500;24524077200;26643593100;57190928947;6602698176;6603524126;6701691043;6701783801;6701809503;7004341297;7004551829;7005150569;7005392708;7005488206;7006554030;7006950217;7102424162;7401745942;7403587144;7404252137;7404299884;7404547800;7801624871;8447500800,12804596400;15752397300;16427740500;16477037700;23487490700;24451799600;24524077200;26643593100;35956653100;55910762900;57190928947;6507247231;6602698176;6603524126;6603875331;6701691043;6701783801;6701809503;7004341297;7004551829;7005089137;7005150569;7005392708;7005488206;7006554030;7006950217;7007130840;7102424162;7401745942;7401798683;7403561699;7403587144;7404252137;7404299884;7404547800;8447500800,16427740500;16477037700;23487490700;24524077200;24825713500;26643593100;55428923200;55910762900;57130530900;57190928947;6602698176;6603524126;6603875331;6701691043;6701783801;7004551829;7005089137;7005150569;7005392708;7005488206;7006554030;7006950217;7007130840;7102424162;7401745942;7401798683;7403561699;7403587144;7404252137;7404299884;7404547800;8447500800
60003088,US,10142582000;11241308500;14631012200;15039329900;15752397300;15759402700;16644827300;23003031400;24387441000;24498960300;25026425200;27169531600;27170610100;35731995500;35858241100;35971336000;36477256300;36594337400;36817535500;36869733600;39260908000;39261953400;55354510200;55355508100;55474329600;55520815100;55935442500;56114111700;56361034400;56915930000;57064686900;57189163403;57190240035;57190929444;57191908755;57194883756;57208920613;6504791776;6505618304;6505924768;6506002819;6506319256;6506761415;6507044160;6507731646;6508149643;6602382540;6602427062;6602487131;6602555277;6602734217;6602823010;6602876165;6603069383;6603101554;6603107723;6603803176;6603813302;6603860496;7003738970;7003886920;7003897283;7004127772;7004316628;7004421510;7004529280;7004623023;7005565192;7005653557;7006225155;7006270678;7006407608;7006702063;7102048624;7102087591;7102141636;7102159938;7102740525;7103416261;7201622083;7202096881;7202316609;7202328372;7202567790;7202613485;7203076892;7402152883;7402325866;7402524539;7403003040;7404240695;7404470868;7405683693;8206478000;8443322500;8638575900,14631012200;15752397300;23003031400;25026425200;27170610100;35858241100;36477256300;55474329600;57064686900;57190929444;57196859870;57208920613;6506002819;6506761415;6507731646;6508149643;6602382540;6602487131;6602734217;6603101554;6603107723;6603803176;6603813302;6701854177;7003738970;7004127772;7004421510;7005565192;7005653557;7102087591;7201622083;7202096881;7202328372;7202613485;7203076892;7402152883;7402325866;7402524539;7404240695;7404470868;7405683693;8206478000;8443322500;8638575900,11439374800;14631012200;23003031400;25026425200;27170610100;35858241100;36477256300;55474329600;55897778700;57064686900;57190929444;57196859870;57208920613;6506002819;6506761415;6507731646;6508149643;6602382540;6602399598;6602487131;6603101554;6603107723;6603803176;6603813302;6604027715;7003738970;7004127772;7004421510;7005565192;7102087591;7201622083;7202096881;7202328372;7402152883;7402524539;7404240695;7404470868;7405683693;8443322500,11439374800;14631012200;23003031400;23670315300;25026425200;27170610100;35858241100;36477256300;55474329600;55897778700;57064686900;57190929444;57196859870;57208920613;6506002819;6506761415;6507731646;6508149643;6602382540;6602399598;6602487131;6603107723;6603803176;6603813302;7003738970;7004127772;7004421510;7005565192;7102087591;7201622083;7202096881;7202328372;7402152883;7402524539;7404240695;7404470868;7405683693;8443322500,11138886100;11439374800;14631012200;23003031400;35858241100;36477256300;55897778700;57064686900;57190929444;57196859870;57208920613;6506002819;6506761415;6507243952;6507731646;6508149643;6602382540;6602399598;6602487131;6603107723;6603813302;7004127772;7004421510;7005565192;7007078697;7102087591;7201622083;7202096881;7202328372;7402152883;7402524539;7404240695;7404470868;8443322500
60023927,US,15080708000;24377496600;25022515300;35585929500;55104547600;55738788700;56235587700;57191767285;57209290791;6506123750;6506222893;6506293413;6506317192;6506806820;6507291638;6507676822;6507858796;6508176752;6508218479;6508356012;6602642797;6602771277;6603272098;6603368611;6603612841;6603717054;7003364686;7003560681;7004231146;7005203532;7005254021;7005487674;7007102563;7101611024;7101775713;7101809574;7101976025;7102056562;7201529134;7202623033;7203025120;7402364170;7402535503;7404647869,16462268400;24377496600;25022515300;35585929500;55738788700;56235587700;57191767285;57209290791;6506222893;6506293413;6506317192;6506762548;6506806820;6507291638;6507858796;6508176752;6508218479;6508356012;6602642797;6602771277;6603125128;6603272098;6603489953;6603612841;6603717054;6603941841;6701405748;7003364686;7003560681;7005254021;7007102563;7101611024;7101775713;7102027465;7102027467;7102056562;7103089822;7202623033;7203025120;7402364170;7402535503;7404647869,16462268400;24377496600;25022515300;35585929500;55738788700;56235587700;57191767285;6506222893;6506293413;6506317192;6506762548;6506806820;6507291638;6507858796;6508176752;6508356012;6602771277;6603125128;6603272098;6603489953;6603717054;6701405748;7003364686;7003560681;7005254021;7005816977;7006642079;7007102563;7101611024;7101775713;7102027465;7102056562;7103089822;7202623033;7203025120;7402364170;7402535503;7404647869;7801521990;8068416400,14071131400;15033271800;16462268400;24377496600;25022515300;35585929500;55455197100;55738788700;56235587700;57191767285;6506222893;6506293413;6506317192;6506762548;6506806820;6507291638;6507858796;6508176752;6602771277;6603125128;6603272098;6603489953;6603717054;6701405748;6701797993;7003364686;7003560681;7005254021;7005816977;7006642079;7007102563;7101611024;7101775713;7102027465;7103089822;7202623033;7203025120;7402364170;7402520825;7402535503;7404647869;7801521990;8068416400,16462268400;24377496600;25022515300;35585929500;55738788700;56235587700;6506762548;6506806820;6507858796;6602771277;6603125128;6603272098;6603489953;6603717054;6701405748;7003364686;7003560681;7005254021;7005816977;7006642079;7007102563;7101611024;7101775713;7102027465;7103089822;7202623033;7203025120;7402364170;7402535503;7404647869;7801521990;8068416400
60014935,US,15849838100;20734578100;56294947300;57201185819;57201953809;6506031877;6507571841;7006582903;7006763885;7202656304;7202815622;7801564475,20734578100;25025675800;52963212500;56294947300;56946198900;57201953809;6507571841;7006582903;7405428125,20734578100;52963212500;56294947300;56946198900;6507571841;7006582903;7405428125,20734578100;52963212500;56294947300;56946198900;6507571841;7003316842;7006582903;7405428125,52963212500;56946198900;7003316842;7006582903;7101783386;7405428125
60019647,US,10041963300;15118971700;20434729600;25021532800;55824580800;57202066431;6507771123;6507894663;6602864542;6603188838;6603700853;7003519791;7003928026;7004074630;7005274723;7005433668;7006086004;7006151063;7006927614;7007134496;7101767596;7202470363;7202748781;7202924783;7501842245;8441573900;8714935300,10041963300;15118971700;20434729600;25021532800;55824580800;57202066431;6507894663;6603188838;7003928026;7004074630;7005274723;7005433668;7006086004;7006927614;7202748781;8441573900;8714935300,10041963300;14059986700;15118971700;20434729600;23019624300;25021532800;55824580800;57202066431;6507894663;6603188838;7003928026;7004074630;7005274723;7005433668;7006086004;7006927614;7202748781;8441573900;8714935300,10041963300;11640331600;13006072400;14059986700;15118971700;20434729600;36019817200;55824580800;56214665800;57202066431;57204302070;6507894663;6602255981;6603188838;7003928026;7004074630;7005274723;7005433668;7006086004;7006927614;7202748781;8317304900;8441573900;8714935300,10041963300;11640331600;14059986700;36019817200;55824580800;56214665800;57202066431;57204302070;6602255981;6603188838;7003928026;7004074630;7005274723;7006086004;7202748781;8317304900;8714935300
60020059,US,16439651800;24325541700;24351043600;24378415200;24781738600;25948674200;35368583700;37013782400;56669363500;57011629800;57036904300;57189422943;57237881000;57238409700;57238409800;6506096774;6508222101;6602177206;6602611183;6603739631;7003885887;7202348684;7403019999;7403368463;7403671589;7404836088;7405247392;7409447226;8866962000;8961144300,16439651800;23976633100;24325541700;24351043600;24378415200;25948674200;55995118400;56669363500;57237881000;57238409700;6505732200;6506258087;6602177206;7202166351;7405247392;7409447226;8866962000;8918625100;8961144300,16439651800;23976633100;24325541700;24351043600;24378415200;25948674200;55995118400;56669363500;57188677120;57237881000;6505732200;6506258087;6602177206;7202166351;7405247392;7409447226;8866962000;8918625100,15749757700;16439651800;23976633100;24325541700;24351043600;24378415200;25948674200;34971408200;55574229170;55995118400;56669363500;56931176200;57188677120;57197715233;57237881000;6505732200;6506258087;6602177206;7202166351;7403382217;7405247392;7409447226;8596879500;8918625100,16070097100;24325541700;24378415200;34971408200;55995118400;56931176200;57188677120;6505732200;6506258087;6602177206;7003633114;7202166351;7405247392;7409447226;8596879500;8918625100
60011104,US,56969158000,56969158000,56969158000,56969158000;6603329682,
60012387,US,16407689600;24318295800;24456269400;24539030600;24753476200;24787899900;35368122200;35567523600;35580766300;35617912300;35795157200;51162339200;55383873800;55384075900;55422801200;55461482500;55484238600;55547127260;55574243631;55921935600;56210022000;56591905400;56811338800;57190930273;57191046030;57191461180;57191463547;57192945695;57193496641;57194500132;57197610655;57198726776;57199277240;57217514866;6505854016;6505860285;6506015236;6506204039;6507160927;6507249462;6508114616;6508333453;6602148756;6602205859;6602270669;6602515085;6602522048;6602560649;6602584452;6602617942;6602868096;6602975529;6603173155;6603278593;6603304118;6603357187;6603461380;6603546353;6603566782;6603672166;6603705639;6603809290;6603827914;6603856375;6603892218;7003264340;7003276819;7003462863;7003468305;7003803987;7004102468;7004111975;7004128108;7004240197;7004396300;7004583712;7004923655;7005083365;7005084604;7005147989;7005249842;7005313936;7005423425;7005453627;7005532659;7005590338;7005678736;7005774296;7005859153;7005947491;7005974157;7005986164;7006226607;7006469650;7006476899;7006536627;7006571417;7006644031;7006819337;7006834331;7101698105;7101981575;7102280221;7102507692;7102639862;7103334355;7201684314;7202267424;7202436184;7202498872;7402743575;7402749544;7402826169;7403227375;7403493269;7403559340;7404220699;7404358176;7404469920;8082827500;8082827600;8082827800,10042177000;16407689600;23010318100;24456269400;24539030600;24753476200;24787899900;35567523600;35580766300;35617912300;35795157200;51162339200;55383873800;55422801200;55461482500;55484238600;55547127260;55574243631;56811338800;57190242820;57192945695;57197610655;57199910391;6505854016;6508333453;6602270669;6602515085;6602522048;6602584452;6602617942;6602975529;6603173155;6603278593;6603304118;6603357187;6603461380;6603546353;6603566782;6603827914;6603856375;7003276819;7004102468;7004128108;7004583712;7004855546;7004923655;7005147989;7005313936;7005423425;7005453627;7005532659;7005745384;7005774296;7005974157;7006226607;7006644031;7101981575;7102280221;7102639862;7102941445;7202267424;7202436184;7402743575;7403227375;7404220699;7404358176;8082827500;8082827600;8082827800,10042177000;11439491700;16407689600;17135493000;23010318100;24456269400;24539030600;24753476200;24787899900;35567523600;35580766300;35617912300;35795157200;36920601600;51162339200;55383873800;55422801200;55461482500;55484238600;55547127260;55574243631;56811338800;57190242820;57197610655;57199910391;6505854016;6507348552;6508183614;6508333453;6602270669;6602515085;6602522048;6602584452;6602617942;6602975529;6603173155;6603278593;6603304118;6603357187;6603461380;6603546353;6603566782;6603685629;6603827914;6603856375;7003276819;7004102468;7004128108;7004855546;7004923655;7005147989;7005313936;7005423425;7005532659;7005745384;7005774296;7005974157;7006226607;7006644031;7101981575;7102280221;7102639862;7102941445;7202267424;7202436184;7402743575;7403227375;7404220699;7404358176;8082827500;8082827600;8082827800,10042177000;11439491700;16407689600;17135493000;23010318100;24456269400;24539030600;24787899900;35120147900;35567523600;35580766300;35617912300;35795157200;36920601600;51162339200;55422801200;55461482500;55484238600;55547127260;55574243631;56811338800;57190242820;57197610655;57199910391;6505854016;6507348552;6508183614;6508333453;6602270669;6602515085;6602522048;6602584452;6602617942;6602975529;6603173155;6603278593;6603304118;6603357187;6603461380;6603546353;6603685629;6603827914;6603856375;7003276819;7004102468;7004128108;7004855546;7004923655;7005147989;7005313936;7005423425;7005492908;7005532659;7005745384;7005774296;7005974157;7006167200;7006226607;7006644031;7101981575;7102280221;7102639862;7102941445;7202436184;7402743575;7403227375;7404220699;7404358176;8082827500;8082827600;8082827800,11439491700;16407689600;17135493000;23010318100;24539030600;24787899900;35120147900;35567523600;35617912300;36920601600;51162339200;55422801200;55461482500;55484238600;55574243631;56811338800;6505854016;6507348552;6508183614;6602270669;6602515085;6602522048;6602617942;6602975529;6603173155;6603278593;6603357187;6603461380;6603546353;6603685629;6603827914;7004102468;7004128108;7004855546;7004923655;7005423425;7005492908;7005745384;7005774296;7005974157;7006167200;7101981575;7102280221;7102639862;7102941445;7202436184;7402743575;7403227375;7403444888;7404358176;8082827500;8082827600;8082827800
