stu_id,adviser_name,commitee_members,source
"BIVENS, LYLE;New School for Social Research;2002",William Milberg,,Dissertation
"BIVINS, LAURA;Pennsylvania State University;2001",Kala Krishna,Eric W. Bond; Robert C. Marshall; James Shortle,Dissertation
"BLACK, GRANT CLIFTON;Georgia State University;2001",Paula E. Stephan,,academictree
"BLACKWELL, CALVIN;University of New Mexico;2000",Michael McKee,Alok Bohara; Kate Krause; Greg Gleason,Dissertation
"BLANCO, LORENZO;University of California, Berkeley;2002",Ronald D. Lee,Clair Brown; Steven Raphael,Dissertation
"BLASINGAME, ANTHONY;University of Maryland;2002",Wallace E. Oates,,academictree
"BLEAKLEY, C. HOYT;Massachusetts Institute of Technology;2002",K. Daron Acemoglu; Joshua D. Angrist,,Dissertation
"BLUEDORN, JOHN;University of California, Berkeley;2003",David H. Romer,Maurice Obstfeld; Andrew Rose,academictree; CV
"BLUM, BERNARDO SOARES;University of California, Los Angeles;2002",Edward Leamer,Joseph Hotz; Naomi Lamoreaux,CV
"BOAME, ATTAH;University of Manitoba;2001",Wayne Simpson,,Dissertation
"BOCCANFUSO, DOROTHEE;University of Laval;2001",Stephen Gordon,,CV
"BODMER, FRANK;University of Michigan;2000",John Bound,,academictree
"BOGAN, VICKI L.;Brown University;2004",Ignacio Palacios-Huerta,,academictree
"BOGART, DANIEL;University of California, Los Angeles;2003",Jean-Laurent Rosenthal,,academictree
"BOK, TOMAS;Harvard University;2000",Richard B. Freeman,,academictree
"BOLITZER, BENJAMIN;University of California, Los Angeles;2004",Janet Currie,Jeffrey Grogger; Sandra Black; Enrico Moretti,Dissertation
"BONACCORSI DE PATTI, EMILIA;George Mason University;2001",Tyler Cowen,,academictree
"BONARDI, LUCA;Fordham University;2002",D. Salvatore,R. Geddes,Dissertation
"BONILLA, CLAUDIO;University of Texas;2002",Melvin J. Hinich,,CV
"BOONPRAMOTE, THITISAK;Colorado School of Mines;2004",Roderick G. Eggert,Janis Carey; Irina Khindanova,Dissertation
"BORC, COSTIN;University of Wisconsin;2001",Rodolfo Manuelli,,Dissertation
"BORISOVA, NATALIA N.;Wayne State University;2000",Allen C. Goodman,,academictree
"BORVORNBOONRUTAI, KITIKHUN;University of Illinois;2002",Firouz Gahvari,,academictree
"BORZEKOWSKI, RON;Stanford University;2002",Frank Wolak,,academictree
"BOSLEY, STACIE;University of Minnesota;2001",Elizabeth E. Davis; Robert P. King,Paul Glewwe; Mary Nichols,Dissertation
"BOUCHER, NATHALIE;Queen's University;2003",Denis Bolduc; Allan Gregory,,Dissertation
"BOUCHER, STEPHEN R.;University of Wisconsin;2000",Michael R. Carter,Bradford Barham; Jean Paul Chavas,Dissertation
"BOUCHEZ, NICOLE;University of California, Santa Cruz;2000",Daniel Friedman,Donald Wittman; Yin-Wong Cheung,Dissertation
"BOUILLON, CESAR BUENDIA;Georgetown University;2000",Susan Collins,Jim Albrecht; Susan Vroman,Dissertation
"BOURGEOIS, SEBASTIEN;University of Chicago;2002",Kevin M. Murphy,,academictree
"BOVINO, BETH ANN;Columbia University;2001",Brendan O'flaherty,,academictree
"BOWDOIN, SCOTT DAVID;University of South Carolina;2002",Glenn W. Harrison,,academictree
"BOYCE, SIMONE NATALYA PEART;University of California, Berkeley;2002",Richard Gilbert,,academictree
"BOYD, DONALD;Rensselaer Polytechnic Institute;2002",Donald Vitaliano,,academictree
"BRACONI, FRANK P.;City University of New York;2001",Cordelia Reimers,,University; academictree
"BRADSHAW, NOLAND JOHN;City University of New York;2001",Salih N. Neftci,,academictree
"BRAIDO, LUIS HENRIQUE BERTOLINO;University of Chicago;2002",Pierre-Andre Chiappori,,Dissertation
"BRANCACCIO, TIZIANA;Boston College;2003",Peter Gottschalk,,academictree
"BRANCH, WILLIAM A.;University of Oregon;2001",George Evans,Van Kolpin; Christopher Ellis; John Chalmers,Email
"BRAUN, MATIAS;Harvard University;2003",Robert Barro,,academictree
"BRAUN, MIGUEL;Harvard University;2001",Alberto Alesina,,academictree
"BRAUNSTEIN, ELISSA;University of Massachusetts;2000",Nancy Folbre,Gerald Epstein; Cleve Willis,Dissertation
"BRAVO ORTEGA, CLAUDIO CRISTIAN;University of California, Berkeley;2003",Botond Koszegi,,academictree
"BRAY, JEREMY W.;University of North Carolina;2000",Thomas A. Mroz,,University; academictree
"BREIEROVA, LUCIA;Massachusetts Institute of Technology;2003",Esther C. Duflo; Sendhil Mullainathan,,Dissertation
"BRETON, THEODORE R.;George Mason University;2003",Thomas Stratmann,,academictree
"BREUER, PETER;Brown University;2001",Peter M. Garber,,Dissertation
"BRICENO, CECILIA M.;Georgetown University;2002",George S. Olley,Arik Levinson; J. Luis Guasch,Dissertation
"BRIDGES, JOHN F. P.;City University of New York;2002",Michael Grossman,,Dissertation
"BRODA, CHRISTIAN;Massachusetts Institute of Technology;2001",Rudiger Dornbusch,,Dissertation
"BROOKS, EILEEN;Harvard University;2001",Elhanan Helpman,,academictree
"BROOME, SARAH J.;University of North Carolina;2002",Helen V. Tauchen,,University; academictree
"BROWN, DEREK;Duke University;2004",Frank A. Sloan,Peter S. Arcidiacono; Ahmed W. Khwaja; Holger Sieg,Dissertation
"BROWN, JASON DERRICK;Stanford University;2002",Mark McClellan,Laurence Baker; Kate Bundorf; John Pencavel,Dissertation
"BROWN, JEFFREY F;University of California, Los Angeles;2002",Phillip Leslie; John Riley,Dan Ackerberg; Marvin Lieberman,Dissertation
"BROWN, META;New York University;2001",Christopher Flinn; Michael Keane,Douglas Gale; Ricardo Lagos; Boyan Jovanovic,CV
"BROWN, MICHAEL HAYDEN;University of Kentucky;2003",Frank Scott; William Hoyt,Glenn Blomquist; Chris Bollinger; Jeff Talbert; Brad Jordan,Dissertation
"BROWN, PHILIP H.;University of Michigan;2003",Albert Francis Park,,academictree
"BROZOVIC, NICHOLAS;University of California, Berkeley;2002",David Zilberman; David L. Sunding,,phdtree
"BRUNETTI, MICHAEL J.;University of California, Berkeley;2003",Alan J. Auerbach,,academictree
"BRUNO LOBO, LYGIA;University of Miami;2000",Luis Locay; Ricardo Cavalcanti,,Paper
"BRYANT, HENRY;Texas A&M University;2003",David A. Bessler,,academictree
"BRYANT, LARA K.;University of North Carolina;2003",Donna Gilleskie,,University
"BU, YISHENG;Indiana University;2002",George M. von Furstenberg,,academictree
"BUCKLEY, PATRICK;Massachusetts Institute of Technology;2003",K. Daron Acemoglu; John D. Angrist,,Dissertation
"BUCKS, BRIAN KENNETH;University of Wisconsin;2004",Derek Neal,Bruce Hansen; Karl Scholz,Dissertation
"BUDDELMEIJER, HIELKE;New York University;2001",Christopher Flinn,,academictree
"BUDIMAN, AIDA S.;Claremont Graduate University;2002",Thomas D. Willett,,academictree
"BUERA, FRANCISCO (PACO) JAVIER;University of Chicago;2004",Fernando Alvarez; Robert Townsend,Pierre-Andre Chiappori; Jim Heckman; Boyan Jovanovic,Email; Advisor CV
"BULL, JESSE;University of California, San Diego;2001",Joel Watson,,academictree
"BURGMAN, RAYMONDA;University of Florida;2002",Jonathan Hamilton,,academictree
"BUSATO, FRANCESCO;Columbia University;2004",Alessandra Casella,,academictree
"BUSCAGLIA, MARCOS;University of Pennsylvania;2001",Martin Uribe,,Email
"BUSHERI, MAHMOUD;North Carolina State University;2002",Michael K. Wohlgenant,,academictree
"BUTT, TANVEER AKHTAR;Texas A&M University;2002",Bruce A. McCarl,David A. Bessler; Richard Woodward; Guy L. Curry,Dissertation
"BUTTERS, ROGER BARBER;University of California, Davis;2003",Robert Feenstra,Wing T. Woo; Alan M. Taylor,Email; academictree
"BUYUKSAHIN, BAHATTIN;American University;2002",Alan G Isaac,,academictree
"CACCIOLA, STEPHEN;Yale University;2002",Michael A. Boozer,Paul Schultz,University
"CAGLAYAN, MUSTAFA ONUR;City University of New York;2001",Franklin R. Edwards,Salih N. Neftci; Thom B. Thurston; Michael Grossman,Dissertation
"CAHILL, SEAN;Carleton University;2004",Z. Chen,,Dissertation
"CAI, JUNNING;University of Hawaii;2004",Byron Gangnes,,University
"CAI, YONG;Duke University;2002",Daniel A. Graham,Huseyin Yildirim; Gary Biglaiser; Gregory S. Crawford,Dissertation
"CAIN, MONICA;Wayne State University;2002",Gail A. Jensen,,academictree
"CALDERON, CESAR A.;University of Rochester;2002",Alan Stockman,,CV; academictree
"CALDWELL, GREGORY GORDON;Queen's University;2003",Ruqu Wang,,academictree
"CALDWELL, JOHN;University of Illinois, Chicago;2001",Gib Bassett,Karl McDermott; Peter Peck; Mo Yin Tam; Jim Abcouwer,Dissertation
"CALHOUN, JOSEPH;University of Georgia;2003",David R. Kamerschen,C.A. Knox Lovell; Arthur Snow; Scott L. Thomas; Christopher Cornwell,Dissertation; CV; University
"CALIENDO, FRANK;Utah State University;2003",Cris Lewis,Tyler J. Bowles; L. Dwight Israelsen; Drew Dahl; Christopher Fawson,Dissertation
"CALLANDER, STEVEN;California Institute of Technology;2002",Richard D. McKelvey; Jeffrey Banks,,Dissertation
"CAMARA, YOUSSOUF;Michigan State University;2000",John M. Staatz,,academictree
"CAMP, MARY ELIZABETH;Indiana University;2001",William E. Becker,R. Jeffery Green; W. Phillip Saunders; George W. Sledge,Dissertation
"CAMPARI, JOAO SANTO, JR.;University of Texas;2002",Peter J. Wilcoxen,,academictree
"CAMPBELL, BENJAMIN AARON;University of California, Berkeley;2002",Clair Brown,David Card; David I Levine,Email
"CAMPBELL, JOANNA;Stanford University;2004",John H. Pencavel,,academictree
"CAMPBELL, SEAN;University of Pennsylvania;2002",Francis X. Diebold,Yuichi Kitamura; Roberto Mariano; Frank Schorfheide,Advisor CV; Email; academictree
"CAMPO, SANDRA;University of Southern California;2002",Quang Vuong; Isabelle Perrigne,Cheng Hsiao; Thomas Gilligan,Dissertation
"CAMPOS, DARIO VASCONCELLOS;New School for Social Research;2003",Thomas Vietorisz,William Milberg; Edward Nell,Dissertation
"CANER, ASENA;New York University;2003",Edward N. Wolff,Giorgio Topa; Vincenzo Quadrini,Dissertation
"CANER, DILEK;New York University;2002",Boyan Jovanovic,,academictree
"CAO, HEPING;Ohio State University;2001",Claudio Gonzalez-Vega,Wen S. Chern; D. Lynn Forster,Dissertation; academictree
"CAO, ZHUN;Boston University;2003",Thomas G. McGuire,,Dissertation
"CARARE, OCTAVIAN;Rutgers University;2002",Martin K. Perry,,academictree
"CARBONE, JARED;University of Colorado;2003",Thomas F. Rutherford,Yongmin Chen,academictree; Commitee CV
"CARDENAS, OSCAR;University of Cincinnati;2001",Debashis Pal,,Dissertation
"CARDOS, MIGUEL;University of Minnesota;2003",Narayana R. Kocherlakota,,academictree
"CARIAPPA, CHEEYAKAPUVANDA;University of Texas;2003",Harry M. Cleaver,,academictree
"CARLETON, PATRICK DAMIAN;University of California, Davis;2003",Wing T. Woo,Peter Lindert; Alan M. Taylor,Email
"CARLSON, CAROL WEBER;Colorado School of Mines;2001",R. E. D. Woolsey; Shekhar Jayanthi,,Dissertation
"CARLSON, MARK A.;University of California, Berkeley;2001",Barry Eichengreen,Christina Romer; Gregory Duffee,Dissertation
"CARMAN, KATHERINE;Stanford University;2003",B. Douglas Bernheim,,academictree
"CARMONA, GUILHERME;University of Minnesota;2001",Narayana Kocherlakota; Marcel K. Richter,,Advisor CV; Dissertation; academictree
"CARNEIRO, PEDRO MANUEL;University of Chicago;2003",James Heckman,,CV
"CARPENA, LUCIANE COSTA;University of Minnesota;2001",Manuel S. Santos,Edward Foster; G. Edward Schuh; Larry Jones,Dissertation
"CARPENTER, CHRISTOPHER SCOTT;University of California, Berkeley;2002",Alan J. Auerbach,Ken Chay; David I. Levine,CV; academictree
"CARTER, MARTIN SCOTT;New School for Social Research;2004",Duncan Foley,Anwar Shaikh; Eugene Canjels,Dissertation
"CARUANA, GUILLERMO;Boston University;2003",Robert Rosenthal,,CV
"CARVALHO DE SENA, AUGUSTO MARCOS;University of New Hampshire;2000",Bruce T. Elmslie,,academictree
"CARVALLO, OSCAR ALFONSO;Vanderbilt University;2001",Peter L. Rousseau,,academictree
"CASAS-ARCE, PABLO;Harvard University;2003",Oliver Hart,Andrei Shleifer; Jerry Green,Dissertation
"CASASSUS, JAIME;Carnegie Mellon University;2004",Pierre Collin-Dufresne,,academictree
"CASCIO, ELIZABETH ULRICH;University of California, Berkeley;2003",David Card,,Dissertation
"CASH, SEAN B.;University of California, Berkeley;2003",David Zilberman,,academictree
"CASSAR, ALESSANDRA;University of California, Santa Cruz;2001",Daniel Friedman,Kenneth Kletzer; Carl Walsh,Dissertation
"CASTILLA, LUIS M.;Johns Hopkins University;2002",Laurence Ball,,academictree
"CASTILLO, CARLOS EDUARDO;University of California, Los Angeles;2002",Jean-Laurent Rosenthal,Kenneth Sokoloff; Andrew Atkeson; Ronald Rogowski,Dissertation
"CASTILLO, MARCO E.;University of Wisconsin;2001",Michael R. Carter,,CV
"CATALAN, MARIO;University of California, Los Angeles;2001",Carlos A. Vegh,Amartya Lahiri; Kenneth L. Sokoloff; Hans Schollhammer,Dissertation
"CATENA, MARCELA;University of California, Los Angeles;2003",Carlos A. Vegh,Amartya Lahiri; Aaron Tornell; Hans Schollhammer,Dissertation
"CAVALCANTI, TIAGO VANDERLEI DE VASCONCELO;University of Illinois;2001",Anne P. Villamil; Stephen L. Parente,,CV; academictree
"CAVALLO, MICHELE;New York University;2003",Mark Gertler,,academictree
"CECH, ROMAN;University of Virginia;2002",Ron Michener,Leonard J. Mirman,Email; academictree
"CELASUN, OYA;University of Maryland;2001",Guillermo Calvo,Harry Kelejian; Michael Binder; John Shea; Carmen M. Reinhart,Email; academictree
"CELEBI, METIN;Boston College;2000",Frank Gollop,,academictree
"CELEN, BOGACHAN;New York University;2004",Andrew Schotter,,academictree
"CELIK, GORKEM;Northwestern University;2002",Jeffrey Ely; Michael Whinston,David Austen-Smith; Asher Wolinsky,CV
"CELLARIER, LAURENT;University of Southern California;2002",Jeffery B. Nugent,Bentley Macleod; Selahattin Imrohoroglu,Dissertation
"CERDA, RODRIGO ANDRES;University of Chicago;2003",Gary S. Becker,,academictree
"CESPEDES, LUIS FELIPE;New York University;2001",Andres Velasco,,academictree
"CHA, INKYUNG;Texas A&M University;2004",William Neilson,,University
"CHABOT, BENJAMIN R.;Northwestern University;2000",Joel Mokyr,,academictree
"CHAI-ANANT, CHAYAWADEE;University of Michigan;2003",Linda Tesar,Robert Barsky; Lutz Kilian; Kathryn Dominguez,academictree
"CHAISRISAWATSUK, WISIT;Florida State University;2004",Don E. Schlagenhauf,James H. Cobbe; Larry C. Giunipero,academictree; Commitee CV
"CHAK, POK MAN;York University;2001",J. B. Smith,,Dissertation
"CHAKRABARTY, DEBAJYOTI;Rutgers University;2001",Michael D. Bordo,,academictree
"CHAKRAVARTY, SURAJEET;University of Southern California;2002",Bentley Macleod,,Dissertation
"CHAMBERS, DUSTIN LEE;University of California, Riverside;2004",Jang-Ting Guo,,academictree
"CHAMI, CYRIL A.;University of Alberta;2002",Wictor L. Adamowicz,,academictree
"CHAMON, MARCOS;Harvard University;2003",Kenneth Rugoff,,academictree
"CHAN, HUA MAN;Yale University;2002",Ariel Pakes,John Rust,University
"CHAN, TAT YUEN;Yale University;2001",Steven Berry,John Rust,University
"CHANCHAROENCHAI, KANOKWAN;Southern Illinois University;2002",Selahattin Dibooglu,,academictree
"CHANDA, ANANDA;Johns Hopkins University;2001",Adrian R. Pagan,,academictree
"CHANDRA, AMITABH;University of Kentucky;2000",Mark C. Berger,,academictree
"CHANDRASEKHAR, SUBRAMANIAM;Pennsylvania State University;2004",Mark John Roberts,,academictree
"CHANG, JAECHUL;University of Washington;2002",Eric Zivot,,academictree
"CHANG, JUI-CHUAN (DELLA);Texas A&M University;2003",Dennis Jansen,,University
"CHANG, PAO-LI;University of Michigan;2002",Alan V. Deardorff,Jim Levinsohn; Shinichi Sakata; David Weinstein,CV; academictree
"CHANG, PETER HSIAO-PEN;University of Texas;2003",Scott Freeman,Peter Wilcoxen; Alfred Norman; Peter Debaere; Joydeep Bhattacharya,Dissertation
"CHANG, YUNHEE;University of Illinois;2003",Andrea H. Beller,Mary Arends-Kuenning; Roger Koenker; Carl Nelson; Elizabeth Powers,CV
"CHAPLIN, DAVID E.;Colorado State University;2001",Robert Keller,,CV
"CHAPMAN, GABRIELLE;Syracuse University;2004",Stacy Dickert-Conlin,,Dissertation
"CHARKOUDIAN, LORIG;Johns Hopkins University;2001",Burt Barnow,,academictree
"CHARUMILIND, CHUTATONG;Cornell University;2002",Erik Thorbecke,Iwan J. Azis; Uri M. Possen,University; academictree
"CHATTERJEE, SANTANU;University of Washington;2001",Stephen J. Turnovsky,,CV
"CHATTERJEE, SOURAV;University of Florida;2003",Steven Slutsky,David Sappington; David Figlio; Bruce Vogel,Dissertation
"CHAUDHURY, PARAMA;New York University;2003",Boyan Jovanovic,,academictree
"CHEN-YOUNG, MICHAEL;University of Maryland;2001",Robert Schwab,Arvind Panagariya; John Shea; Nuno Limao; Carmen M. Reinhart,Email
"CHEN, ANDREW;Columbia University;2002",Charles Jones,Michael Johannes; Mikhail Chernov; Mikhail Smirnov,Dissertation
"CHEN, CHULING;University of California, Los Angeles;2004",Aaron Tornell,,academictree
"CHEN, DEREK HUNG CHIAT;University of California, Davis;2001",Peter H. Lindert,,academictree
"CHEN, FREDERICK HAO-CHIEH;University of Chicago;2002",Gary S. Becker,,academictree
"CHEN, GONGWEI;Washington State University;2001",Robert Rosenman,,academictree
"CHEN, HUNG-JU;University of California, Los Angeles;2002",Costas Azariadis,,academictree
"CHEN, JENNJOU;Cornell University;2004",Robert M. Hutchens,,academictree
"CHEN, JING;University of California, Davis;2003",Scott Rozelle; Colin Carter,,Dissertation
"CHEN, LAN;University of Hawaii;2004",Sumner La Croix,,University
"CHEN, M. KEITH;Harvard University;2003",Drew Fudenberg; David Laibson; Al Roth,,CV
"CHEN, MAX;University of Washington;2001",Eric Zivot,Krzystof Burdzy; Charles Engel; Wayne Ferson; Charles Nelson,Dissertation
"CHEN, MING-HSIANG;Kansas State University;2001",Prasad V. Bidarkota,Yang-Ming Chang; Steven Cassou; Robert Van Ness,Dissertation
"CHEN, MING;University of California, Berkeley;2001",Larry Karp; David Zilberman,Jeff Perlof; Ken Chay,Dissertation
"CHEN, QI;University of Michigan;2000",Jan Svejnar; David Li,Yan Chen; Bernard Yeung,University
"CHEN, SHIU-SHENG;University of Wisconsin;2004",Kenneth D. West,Charles M. Engel; Bruce E. Hansen,Dissertation
"CHEN, STACEY H.;University of Rochester;2001",Mark Bils,,academictree
"CHEN, SUSAN E.;University of North Carolina;2004",Wilbert van der Klaauw,,University
"CHEN, WEIPING;University of Wisconsin;2003",Michael R. Carter,Bradford Barham; Jean Paul Chavas,Dissertation
"CHEN, XIAOFEN;Virginia Polytechnic Institute and State University;2001",Andrew Feltenstein,,Email
"CHEN, YU-CHIN;Harvard University;2002",David M. Cutler,,academictree
"CHENG, CHIUNG YING;Michigan State University;2001",David E. Neumark,Kenneth D. Boyer; Jeff E. Biddle,Dissertation
"CHENG, KEVIN CHUN CHAU;University of Chicago;2002",Gale Johnson,George Tolley; Larry Sjaastad; Annette Jorgenson; Raaj Sah,Dissertation
"CHENG, SHIJUN;University of Pittsburgh;2001",John H. Evans III,Kenneth M. Lehn; Andrew J. Leone; Nandu J. Nagarajan; Dhinu Srinivasan,Dissertation
"CHENG, XIAOPENG;University of Hawaii;2004",Sumner L. Croix,,academictree
"CHEOL-SOO, PARK;New School for Social Research;2000",Duncan K. Foley,Anwar Shaikh; William Milberg,Dissertation
"CHERNOZHUKOV, VICTOR;Stanford University;2000",Takeshi Amemiya,P. Bajari; T. MaCurdy,academictree
