adv,adv_scopus-name,adv_scopus
Mary Hansen,"Hansen, Mary Eschelbach",14834046600
Mary Nichols,"Nichols, Mary Lippitt",7202674190
Mary Zey,"Zey-Ferrell, Mary",6602405018
Masahiko Aoki,"Aoki, Masahiko",35279263800
Masao Ogaki,"Ogaki, Masao",6701731485
Mashaalah Rahnama-Moghadam,"Rahnama-Moghadamm, Masha",55301289400
Masonori Hashimoto,"Hashimoto, Masanori",35379656100
Massimo Guidolin,"Guidolin, Massimo",6506142568
Massimo Piattelli Palmarini,"Piattelli-Palmarini, Massimo",6602271046
Matthew B. Canzoneri,"Canzoneri, Matthew B.",6603272098
Matthew Buford Canzoneri,"Canzoneri, Matthew B.",6603272098
Matthew D. Shapiro,"Shapiro, Matthew D.",7402159091
Matthew J. Cushing,"Cushing, Matthew J.",7007102185
Matthew L. Higgins,"Higgins, Matthew L.",7202135367
Matthew N. Murray,"Murray, Matthew N.",7403583729
Matthew O. Jackson,"Jackson, Matthew O.",7404069278
Matthew Rabin,"Rabin, Matthew",7004344312
Matthew Shapiro,"Shapiro, Matthew D.",7402159091
Matthew Shum,"Shum, Matthew",6701814945
Matthew Spiegel,"Spiegel, Matthew",55144580700
Matthias Heinkenschloss,"Heinkenschloss, Matthias",6701467299
Maureen L. Cropper,"Cropper, Maureen L.",7004529142
Maurice Obstfeld,"Obstfeld, Maurice",7003941859
Maurice W. Schiff,"Schiff, Maurice Willy",7102067301
Maury Bredahl,"Bredahl, Maury E.",56505416700
Max Amarante,"Amarante, Massimiliano",56230517900
Max Skidmore,"Skidmore, Max J.",35854564200
Maxim Engers,"Engers, Maxim",6507404265
Maxwell B. Stinchcombe,"Stinchcombe, Maxwell B.",6602889656
Maxwell Stinchcombe,"Stinchcombe, Maxwell B.",6602889656
Mbodja Mougoué,"Mougoué, Mbodja",6602516212
McCarl,"McCarl, Bruce A.",7005687334
McKinley L. Blackburn,"Blackburn, McKinley L.",7103413240
Mehrene Larudee,"Larudee, Mehrene",7801545854
Mel Fuss,"Fuss, Melvyn A.",24439801900
Melayne M. McInnes,"McInnes, Melayne Morgan",6602378515
Melissa Binder,"Binder, Melissa",7103167410
Melvin J. Hinich,"Hinich, Melvin J.",7006360852
Menzie Chinn,"Chinn, Menzie David",7004046424
Meredith Phillips,"Phillips, Meredith",7402770284
Merritt Fox,"Fox, Merritt B.",7401718707
Meta Brown,"Brown, Meta",55487980200
Metin M. Cosgel,"Coşgel, Metin M.",6602150460
Michael A. Arnold,"Arnold, Michael A.",36852960600
Michael A. Boozer,"Boozer, Michael A.",15820477100
Michael Adler,"Adler, Michael",36004624900
Michael Alexeev,"Alexeev, Michael V.",6701349362
Michael Applegate,"Applegate, Michael J.",7003533283
Michael Ash,"Ash, Michael A.",7004783779
Michael B. Devereux,"Devereux, Michael B.",7007064657
Michael Baker,"Baker, Michael",57202525435
Michael Baye,"Baye, Michael R.",6603910263
Michael Best,"Best, Michael L.",14009464200
Michael Binder,"Binder, Michael",7103167406
Michael Binford,"Binford, Michael W.",7004003264
Michael Bognanno,"Bognanno, Michael L.",24328639200
Michael Bordo,"Bordo, Michael David",6603782012
Michael Brandt,"Brandt, Michael W.",7202973322
Michael Carter,"Carter, Michael R.",7401513388
Michael Conlin,"Conlin, Michael E.",7003633542
Michael D. Bordo,"Bordo, Michael David",6603782012
Michael D. Bradley,"Bradley, Michael D.",7202096881
Michael D. Goldberg,"Goldberg, Michael D.",7404395630
Michael Ferri,"Ferri, Michael J.",36160446900
Michael Fu,"Fu, Michael C.",7202031012
Michael Gort,"Gort, Michael",6603012466
Michael Greenstone,"Greenstone, Michael",7005579308
Michael Greenwood,"Greenwood, Michael J.",7202445194
Michael Grossman,"Grossman, Michael",7202579738
Michael H. Riordan,"Riordan, Michael H.",57193779613
Michael Hanemann,"Hanemann, W. Michael",6603225504
Michael Hutchison,"Hutchison, Michael M.",7006152180
Michael J. Applegate,"Applegate, Michael J.",7003533283
Michael J. Boskin,"Boskin, Michael J.",6602874179
Michael J. Ginzberg,"Ginzberg, Michael J.",6701507791
Michael Jerison,"Jerison, Michael",6508135702
Michael Johannes,"Johannes, Michael S.",6701683572
Michael K. Wohlgenant,"Wohlgenant, Michael K.",6601974331
Michael Kaganovich,"Kaganovich, Michael",6603572888
Michael Keane,"Keane, Michael P.",7103197968
Michael Kremer,"Kremer, Michael R.",7101664262
Michael Kumhof,"Kumhof, Michael",6507261967
Michael L. Roberts,"Roberts, Michael L.",57213143798
Michael L. Walden,"Walden, Michael L.",8452967800
Michael M. Hutchison,"Hutchison, Michael M.",7006152180
Michael M. Smith,"Smith, Michael M.",8082549700
Michael McKee,"McKee, Michael",35792340600
Michael Mercier Hutchison,"Hutchison, Michael M.",7006152180
Michael P Keane,"Keane, Michael P.",7103197968
Michael P. Dooley,"Dooley, Michael P.",7102972123
Michael Parkin,"Parkin, Michael",7005104375
Michael Peters,"Peters, Michael",7402416227
Michael Podgursky,"Podgursky, Michael J.",6603211395
Michael R. Baye,"Baye, Michael R.",6603910263
Michael R. Carter,"Carter, Michael R.",7401513388
Michael R. Kremer,"Kremer, Michael R.",7101664262
Michael R. Ward,"Ward, Michael R.",7403169075
Michael Reich,"Reich, Michael",55435947600
Michael Riordan,"Riordan, Michael H.",57193779613
Michael Sattinger,"Sattinger, Michael",56572650600
Michael T. Weber,"Weber, Michael T.",55468027200
Michael V. Alexeev,"Alexeev, Michael V.",6701349362
Michael Veall,"Veall, Michael R.",6603950532
Michael W. Babcock,"Babcock, Michael W.",35996356600
Michael Walden,"Walden, Michael L.",8452967800
Michael Ward,"Ward, Michael B.",7403169216
Michael Webb,"Webb, Michael A.",16466174700
Michael Whinston,"Whinston, Michael D.",6603457527
Michael Woodford,"Woodford, Michael",56234103000
Micheal Peters,"Peters, Michael",7402416227
Michele Boldrin,"Boldrin, Michele",6701505234
Michele Fratianni,"Fratianni, Michèle U.",6603608891
Michelle Connolly,"Connolly, Michelle P.",7102255509
Michelle Garfinkel,"Garfinkel, Michelle R.",7004154834
Michelle Morganosky,"Morganosky, Michelle A.",6506941457
Michelle White,"White, Michelle J.",7404176354
Mieke Meurs,"Meurs, Mieke",6602988854
Mike Applegate,"Applegate, Michael J.",7003533283
Mike Mazzocco,"Mazzocco, Michael A.",7006204242
Mike McKee,"McKee, Michael",35792340600
Mike Woods,"Woods, Mike D.",7201856955
Mikhael Shor,"Shor, Mike",7004116137
Mikhail Chernov,"Chernov, Mikhail",7007115698
Mikhail Myagkov,"Myagkov, Mikhail G.",6602445231
Mikhail Smirnov,"Smirnov, Mikhail",7202693807
Miles Kimball,"Kimball, Miles S.",24405121400
Miles S. Kimball,"Kimball, Miles S.",24405121400
Miles Spencer Kimball,"Kimball, Miles S.",24405121400
Milton Russell,"Russell, Milton",24541291700
Ming J. Hwang,"Hwang, Mingjeng",7203023448
Miquel Faig,"Faig, Miquel",8298521500
Mitali Das,"Das, Mitali B.",56210585900
Mitchell Harwitz,"Harwitz, Mitchell",6603455554
Mo Yin Tam,"Tam, Mo Yin S.",7102267567
Mo-Yin Tam,"Tam, Mo Yin S.",7102267567
Mohamed El-Hodiri,"El-Hodiri, Mohamed A.",24428144600
Mohammad S. Alam,"Alam, Moneer Shahid",7401493130
Mohan Penubarti,"Penubarti, Mohan",6505906505
Mohsen Bahmani-Oskooee,"Bahmani-Oskooee, Mohsen",7005202443
Monika Piazzesi,"Piazzesi, Monika",6506641986
Mordecai Kurz,"Kurz, Mordecai",7102592154
Morgan O. Reynolds,"Reynolds, Morgan O.",7202326848
Morris Fiorina,"Fiorina, Morris P.",6602158485
Moshe Buchinsky,"Buchinsky, Moshe",6601949789
Muhamet Yildiz,"Yildiz, Muhamet",7006190700
Mukesh Eswaran,"Eswaran, Mukesh",6701738833
Mukhtar M. Ali,"Ali, Mukhtar M.",57010598300
Mukul Majumdar,"Majumdar, Mukul K.",7007081721
Myra Brown,"Brown, M. Leann",57191598370
N Edward Coulson,"Coulson, N. Edward",7003467291
N. Ed Coulson,"Coulson, N. Edward",7003467291
N. Gregory Mankiw,"Mankiw, N. Gregory",6602353309
Nachum Sicherman,"Sicherman, Nachum",6602634188
Nada Eissa,"Eissa, Nada",23488513600
Nagpurnanand Prabhala,"Prabhala, Nagpurnanand R.",6603305238
Nancy Folbre,"Folbre, Nancy R.",6603999193
Nancy Fraser,"Fraser, Nancy",35942348700
Nancy Gallini,"Gallini, Nancy T.",6603430106
Nancy J. Dickey,"Dickey, Nancy W.",7003987507
Nancy Jianakoplos,"Jianakoplos, Nancy Ammon",6603232300
Nancy L. Rose,"Rose, Nancy L.",7201575650
Nancy L. Stokey,"Stokey, Nancy L.",6505964792
Nancy Lin Rose,"Rose, Nancy L.",7201575650
Nancy Lutz,"Lutz, Nancy A.",7003997504
Nancy Stokey,"Stokey, Nancy L.",6505964792
Nancy Wallace,"Wallace, Nancy E.",56224163300
Nandu J. Nagarajan,"Nagarajan, Nandu J.",7004203732
Naomi Lamoreaux,"Lamoreaux, Naomi R.",6505831055
Naomi R. Lamoreaux,"Lamoreaux, Naomi R.",6505831055
Narayana Kocherlakota,"Kocherlakota, Narayana R.",6701606939
Narayana R. Kocherlakota,"Kocherlakota, Narayana R.",6701606939
Narayanan Subramanian,"Subramanian, Narayanan",15849606400
Nathan Balke,"Balke, Nathan S.",6603795679
Nathan Rosenberg,"Rosenberg, Nathan S.",7203035564
Nathan S. Balke,"Balke, Nathan S.",6603795679
Nathaniel Beck,"Beck, Nathaniel L.",16482020700
Neil Bruce,"Bruce, Neil",24319992100
Neil Wallace,"Wallace, Neil",7006429088
Nelson C. Mark,"Mark, Nelson C.",6701710674
Nelson Mark,"Mark, Nelson C.",6701710674
Nengjiu Ju,"Ju, Nengjiu",8442022200
Neven Valev,"Valev, Neven T.",6602975529
Nguyen V. Quyen,"Quyen, Nguyen Van",57222817718
Nicholas Feltovich,"Feltovich, Nick",6602955519
Nicholas Flores,"Flores, Nicholas E.",7005709795
Nicholas M. Kiefer,"Kiefer, Nicholas M.",6701477304
Nicholas Montgomery,"Montgomery, Nicholas",35240878500
Nicholas Rowe,"Rowe, Nick",57193999940
Nick Feltovich,"Feltovich, Nick",6602955519
Nicolas Schmitt,"Schmitt, Nicolas",7103372272
Nicolaus Tideman,"Tideman, T. Nicolaus",6507505955
Nikolaos Vettas,"Vettas, Nikolaos",6601915849
Nilufer Cagatay,"Çaǧatay, Nilüfer",6602176904
Nirvikar Singh,"Singh, Nirvikar K.",7404364197
Nitin R. Joglekar,"Joglekar, Nitin R.",10046162800
Norman E. Cameron,"Cameron, Norman E.",7103056185
Norman J. Waitzman,"Waitzman, Norman J.",6603434635
Norman R. Swanson,"Swanson, Norman Rasmus",7102740393
Norman Rasmus Swanson,"Swanson, Norman Rasmus",7102740393
Nouriel Roubini,"Roubini, Nouriel",6602144540
Nuno Limao,"Limão, Nuno",6506182778
Nusret Cakici,"Cakici, Nusret",7801565243
Octavio A. Ramirez,"Ramírez, Octavio A.",7102090431
Oded Galor,"Galor, Oded",6701781622
Olivar Blanchard,"Blanchard, Olivier Jean",24426717700
Olivar J. Blanchard,"Blanchard, Olivier Jean",24426717700
Oliver Hart,"Hart, Oliver D.",6701542800
Olivier Armantier,"Armantier, Olivier",6508296287
Olivier Blanchard,"Blanchard, Olivier Jean",24426717700
Olivier J Blanchard,"Blanchard, Olivier Jean",24426717700
Olivier J. Blanchard,"Blanchard, Olivier Jean",24426717700
Olivier Morand,"Morand, Olivier F.",7003687534
Onur Arugaslan,"Aruǧaslan, Onur",6504037600
Oral Capps,"Capps, Oral",6604065425
Oral Capps,"Capps, Oral",6604065425
Oral Capps Jr.,"Capps, Oral",6604065425
Orazio Attanasio,"Attanasio, Orazio P.",6603862452
Orley Amos,"Amos, Orley M.",6602353893
Orley Ashenfelter,"Ashenfelter, Orley C.",56037568700
Oscar Jorda,"Jordà, Òscar",57193663493
Oscar T. Brookins,"Brookins, Oscar T.",6507581398
P. Bajari,"Bajari, Patrick",6602648108
P. Dean Corbae,"Corbae, Dean P.",6602897563
Pablo T. Spiller,"Spiller, Pablo T.",7006321164
Paolo Ghirardato,"Ghirardato, Paolo",6602172555
Paolo Ramezzana,"Ramezzana, Paolo",18038224600
Paolo Siconolfi,"Siconolfi, Paolo",6603498535
Parantap Basu,"Basu, Parantap",7202020275
Partha Deb,"Deb, Partha",7006141572
Pat Bayer,"Bayer, Patrick J.",22833332800
Patricia B. Reagan,"Reagan, Patricia B.",7004046782
Patricia Gwartney,"Gwartney, Patricia A.",6507411154
Patricia Reagan,"Reagan, Patricia B.",7004046782
Patrick Bajari,"Bajari, Patrick",6602648108
Patrick Bayer,"Bayer, Patrick J.",22833332800
Patrick Bolton,"Bolton, Patrick",35963222300
Patrick Conway,"Conway, Patrick J.",7101911473
Patrick Gormely,"Gormely, Patrick J.",6508213226
Patrick J. Kehoe,"Kehoe, Patrick J.",7006249663
Patrick Kehoe,"Kehoe, Patrick J.",7006249663
Patrick Peebles,"Peebles, Patrick",57189538313
Patrick Wilkie,"Wilkie, Patrick J.",7004341297
Patrik J. Gormely,"Gormely, Patrick J.",6508213226
Patrik Sandas,"Sandås, Patrik",7801596264
Paul Beaudry,"Beaudry, Paul",7005376779
Paul Bergin,"Bergin, Paul R.",7003289718
Paul C. LePore,"LePore, Paul C.",57220806570
Paul Comolli,"Comolli, Paul M.",6602662619
Paul Courant,"Courant, Paul N.",6603736732
Paul Devereux,"Devereux, Paul J.",6603041396
Paul Evans,"Evans, Paul",56049176000
Paul Feldstein,"Feldstein, Paul J.",7004547299
Paul G. Farnham,"Farnham, Paul G.",7004923655
Paul Gertler,"Gertler, Paul J.",7003626422
Paul Glewwe,"Glewwe, Paul W.",7004026390
Paul Gregory,"Gregory, Paul R.",7201745219
Paul Healy,"Healy, Paul M.",7102037136
Paul Hohenberg,"Hohenberg, Paul M.",6603076492
Paul J. Devereux,"Devereux, Paul J.",6603041396
Paul J. Gertler,"Gertler, Paul J.",7003626422
Paul J. Zak,"Zak, Paul J.",7006027615
Paul L. Fackler,"Fackler, Paul L.",6603319897
Paul L. Joskow,"Joskow, Paul L.",7004081207
Paul M. Beaumont,"Beaumont, Paul M.",7102929215
Paul M. Hohenberg,"Hohenberg, Paul M.",6603076492
Paul M. Romer,"Romer, Paul M.",6602118284
Paul MacAvoy,"MacAvoy, Paul W.",6603138010
Paul McNelis,"McNelis, Paul D.",6602642797
Paul Menchik,"Menchik, Paul L.",6508291017
Paul Michael Romer,"Romer, Paul M.",6602118284
Paul Milgrom,"Milgrom, Paul R.",7005051204
Paul N. Courant,"Courant, Paul N.",6603736732
Paul N. Ellinger,"Ellinger, Paul N.",56972356500
Paul Pecorino,"Pecorino, Paul",6603946994
Paul Pieper,"Pieper, Paul J.",7003978869
Paul Rhode,"Rhode, Paul W.",7003866261
Paul Rilstone,"Rilstone, Paul",6602797364
Paul Rothstein,"Rothstein, Paul",56426102400
Paul Schultz,"Schultz, T. Paul",24395324300
Paul Teske,"Teske, Paul E.",6604012908
Paul W. Wilson,"Wilson, Paul W.",55586996000
Paul Wilson,"Wilson, Paul W.",55586996000
Paul Zak,"Zak, Paul J.",7006027615
Paula E. Stephan,"Stephan, Paula E.",7005147989
Peder J. Estrup,"Estrup, Peder J.Z.",6602085081
Pedro de Lima,"de Lima, Pedro J.F.",6701448355
Penny Goldberg,"Goldberg, Pinelopi K.",56243126500
Per Krusell,"Krusell, Per",57203285766
Per Strömberg,"StrÖmberg, Per",7006215397
Perry Mehrling,"Mehrling, Perry",6602768571
Perry Shapiro,"Shapiro, Perry",7102826991
Pete Boettke,"Boettke, Péter J.",6602563951
Pete Kyle,"Kyle, Albert S.",7004266406
Peter A. Diamond,"Diamond, Peter A.",7102763125
Peter Arcidiacono,"Arcidiacono, Peter S.",6701391248
Peter B. Kenen,"Kenen, Peter B.",6603315990
Peter Berck,"Berck, Peter",6701708788
Peter Bickel,"Bickel, Peter J.",7006834931
Peter Boettke,"Boettke, Péter J.",6602563951
Peter C. B. Phillips,"Phillips, Peter C.B.",35350444400
Peter C.B. Phillips,"Phillips, Peter C.B.",35350444400
Peter Coughlin,"Coughlin, Peter J.",16467225500
Peter Cramton,"Cramton, Peter C.",6602179235
Peter Debaere,"Debaere, Peter",13606276100
Peter Diamond,"Diamond, Peter A.",7102763125
Peter Eaton,"Eaton, Peter J.",7005831189
Peter F. Orazem,"Orazem, Peter F.",6603700685
Peter Gottschalk,"Gottschalk, Peter T.",7005252181
Peter H. Lindert,"Lindert, Peter H.",6602902778
Peter Hammond,"Hammond, Peter J.",55136884800
Peter Hartley,"Hartley, Peter R.",7103232404
Peter Howitt,"Howitt, Peter J.",6603162711
Peter Ireland,"Ireland, Peter N.",7006424769
Peter J. Boettke,"Boettke, Péter J.",6602563951
Peter J. Brockwell,"Brockwell, Peter J.",6603841578
Peter J. Hammond,"Hammond, Peter J.",55136884800
Peter J. Lambert,"Lambert, Peter J.",7402303236
Peter J. Wilcoxen,"Wilcoxen, Peter J.",6602362990
Peter J. Willcoxen,"Wilcoxen, Peter J.",6602362990
Peter Joseph Kuhn,"Kuhn, Peter",35997540500
Peter Kenen,"Kenen, Peter B.",6603315990
Peter Kennedy,"Kennedy, Peter E.",57010791700
Peter Klein,"Klein, Peter G.",57210470692
Peter Kuhn,"Kuhn, Peter",35997540500
Peter L. Bossaerts,"Bossaerts, Peter",6602160746
Peter L. Pedroni,"Pedroni, Peter L.",7004097814
Peter L. Rousseau,"Rousseau, Peter L.",7102929822
Peter Lindert,"Lindert, Peter H.",6602902778
Peter Loeb,"Loeb, Peter D.",7003944621
Peter M. Garber,"Garber, Peter M.",7005176710
Peter Mieszkowski,"Mieszkowski, Peter M.",24441370200
Peter Morici,"Morici, Peter",13806540900
Peter Mueser,"Mueser, Peter R.",6602840298
Peter Murrell,"Murrell, Peter",7004326556
Peter N. Ireland,"Ireland, Peter N.",7006424769
Peter Norman,"Norman, Peter",7201826826
Peter Peck,"Peck, Peter A.",16058870500
Peter Pedroni,"Pedroni, Peter L.",7004097814
Peter Philips,"Philips, Peter",7004573232
Peter Phillips,"Phillips, Peter C.B.",35350444400
Peter R. Hartley,"Hartley, Peter R.",7103232404
Peter R. Mueser,"Mueser, Peter R.",6602840298
Peter Reinhard Hansen,"Hansen, Peter Reinhard",7403236020
Peter S. Arcidiacono,"Arcidiacono, Peter S.",6701391248
Peter Scheff,"Scheff, Peter A.",7004537948
Peter Schmidt,"Schmidt, Peter",7403630559
Peter Thompson,"Thompson, Peter",55688050200
Peter Wilcoxen,"Wilcoxen, Peter J.",6602362990
Peters,"Peters, H. Elizabeth",55662835300
Peterson,"Peterson, Mark A.",57199897505
Peyton Young,"Young, H. Peyton",7401638850
Pham H. Van,"Van, Pham Hoang",35118312500
Pham Hoang Van,"Pham, Hoang Anh",35325075900
Phil Abbott,"Abbott, Philip C.",7103342383
Phil Haile,"Haile, Philip A.",6603481071
Phil Paarlberg,"Paarlberg, Philip L.",6602333222
Philip A. Haile,"Haile, Philip A.",6603481071
Philip Abbott,"Abbott, Philip C.",7103342383
Philip Brock,"Brock, Philip L.",7005783609
Philip Brown,"Brown, Philip A.",55454859900
Philip E. Gill,"Gill, Philip E.",7202766707
Philip E. Mirowski,"Mirowski, Philip E.",6601986981
Philip J. Cook,"Cook, Phillip J.",7402055817
Philip J. Cross,"Cross, Philip J.",7102027465
Philip J. Reny,"Reny, Philip J.",6603638256
Philip L. Brock,"Brock, Philip L.",7005783609
Philip Paarlberg,"Paarlberg, Philip L.",6602333222
Philip Protter,"Protter, Philip",6603390280
Philip R. Swensen,"Swensen, Philip R.",16403063300
Philip R. Wandschneider,"Wandschneider, Philip R.",6603366010
Philippe Aghion,"Aghion, Philippe",7004203407
Phillip Ganderton,"Ganderton, Philip T.",6603609085
Phillip Leslie,"Leslie, Phillip",7006582266
Phillip McCalman,"McCalman, Phillip",6506293891
Philp Robins,"Robins, Philip K.",7007050367
Phoebus J. Dhrymes,"Dhrymes, Phoebus J.",6602952624
Pierluigi Balduzzi,"Balduzzi, Pierluigi",7004496930
Pierpaolo Benigno,"Benigno, Pierpaolo",6507256174
Pierre Collin Dufresne,"Collin-Dufresne, Pierre",6603409344
Pierre Collin-Dufresne,"Collin-Dufresne, Pierre",6603409344
Pierre Perron,"Perron, Pierre",7003314443
Pierre-Andre Chiappori,"Chiappori, Pierre André",6603536540
Pierre-André Chiappori,"Chiappori, Pierre André",6603536540
Pierre-Olivier Gourinchas,"Gourinchas, Pierre Olivier",6505868404
Pietro F. Peretto,"Peretto, Pietro F.",7003554574
Pinelopi Goldberg,"Goldberg, Pinelopi K.",56243126500
Ping Wang,"Wang, Ping",57191341322
Pok Sang Lam,"Lam, Poksang",7202365922
Pok-sang Lam,"Lam, Poksang",7202365922
Polly R. Allen,"Allen, Polly Reynolds",56315156300
Pradeep Dubey,"Dubey, Pradeep",35519450000
Prajit Duta,"Dutta, Prajit K.",8357524300
Prajit Dutta,"Dutta, Prajit K.",8357524300
Prajit K. Dutta,"Dutta, Prajit K.",8357524300
Pranab Bardhan,"Bardhan, Pranab",7005063270
Pranab K. Bardhan,"Bardhan, Pranab",7005063270
Prasad V. Bidarkota,"Bidarkota, Prasad V.",6602092821
Prasanta K. Pattanaik,"Pattanaik, Prasanta K.",6701643158
Pravin K Trivedi,"Trivedi, Pravin K.",7103293258
Pravin K. Trivedi,"Trivedi, Pravin K.",7103293258
Pravin Krishna,"Krishna, Pravin",7102740918
Preston McAfee,"McAfee, Randolph Preston",7006842300
Price V. Fishback,"Fishback, Price V.",6601956386
Priya Ranjan,"Ranjan, Priya",36015345700
Priyadarshi Banerjee,"Banerjee, Priyadarshi",55629470600
Priyodorshi Banerjee,"Banerjee, Priyodorshi",22949735400
Qi Li,"Li, Qi",8354990500
Quan Wen,"Wen, Quan",7006468798
Quang H. Vuong,"Vuong, Quang H.",6603878018
Quang Vuong,"Vuong, Quang H.",6603878018
R. Barro,"Barro, Robert T.",6603903102
R. Bin Wong,"Bin Wong, R.",36237522500
R. Carter Hill,"Hill, R. Carter",7404752138
R. E. D. Woolsey,"Woolsey, Robert E.D.",7006629188
R. Geddes,"Geddes, Rick Richard",57213674953
R. Glen Donaldson,"Donaldson, R. Glen",7103131622
R. Jeffery Green,"Green, R. Jeffery",56410300400
R. Preston McAfee,"McAfee, Randolph Preston",7006842300
R. Richard Geddes,"Geddes, R. Richard",7003837225
R. Robert Russell,"Russell, R. Robert",55986216500
R.E.D. Woosley,"Woolsey, Robert E.D.",7006629188
Raaj K. Sah,"Sah, Raaj K.",56207793000
Raaj Sah,"Sah, Raaj K.",56207793000
Rachael Goodhue,"Goodhue, Rachael E.",6603348764
Rachel E. Kranton,"Kranton, Rachel E.",6602655685
Rachel Friedberg,"Friedberg, Rachel M.",7006826308
Rachel Kranton,"Kranton, Rachel E.",6602655685
Rafael La Porta,"La Porta, Rafael",6701383903
Raghuram G. Rajan,"Rajan, Raghuram G.",7101892426
Rajat Deb,"Deb, Rajat",7004250767
Rajeev Dehejia,"Dehejia, Rajeev H.",6602802046
Rajiv Sarin,"Sarin, Rajiv",7005851742
Rajiv Vohra,"Vohra, Rajiv",35884767100
Rajnish Mehra,"Mehra, Rajnish",7201915473
Ralph Christy,"Christy, Ralph D.",7003641207
Ralph D. Christy,"Christy, Ralph D.",7003641207
Ralph McKenzie,"McKenzie, Ralph N.",7202699888
Randall G. Holcombe,"Holcombe, Randall G.",7006871714
Randall Holcombe,"Holcombe, Randall G.",7006871714
Randall J. Olsen,"Olsen, Randall J.",7402077766
Randall Kroszner,"Kroszner, Randall S.",6603438007
Randall P. Ellis,"Ellis, Randall P.",7401985192
Randall Wright,"Wright, Randall D.",7403912861
Randolph Preston McAfee,"McAfee, Randolph Preston",7006842300
Randy Kroszner,"Kroszner, Randall S.",6603438007
Ransford W. Palmer,"Palmer, Ransford W.",7402727004
Rao Kadiyala,"Kadiyala, K. Rao",6507855839
Raphael Thomadsen,"Thomadsen, Raphael C.",13905390300
Raquel Fernandez,"Fernández, Raquel",7201980342
Ravi Bansal,"Bansal, Ravi",12772232000
Ravi Kanbur,"Kanbur, Ravi",6603752410
Ravindra Yatawara,"Yatawara, Ravindra A.",8412209200
Ray Batina,"Batina, Raymond G.",6603447496
Raymond C. Battalio,"Battalio, Raymond C.",6603687960
Raymond Deneckere,"Deneckere, Raymond J.",6603419065
Raymond J. Deneckere,"Deneckere, Raymond J.",6603419065
Raymond Lombra,"Lombra, Raymond E.",24173931200
Raymond P. H. Fishe,"Fishe, Raymond P.H.",6603085602
Raymond Paternoster,"Paternoster, Raymond",7004036315
Rebecca Blank,"Blank, Rebecca M.",7101662421
Rebecca M. Blank,"Blank, Rebecca M.",7101662421
Reg Kulperger,"Kulperger, Reginald J.",6701765247
Regula Herzog,"Herzog, A. Regula",7102640728
Rene Sandretto,"Sandretto, René",14825559900
René Stulz,"Stulz, René M.",7004675901
Reza Barkhi,"Barkhi, Reza",6603581477
Ricardo Caballero,"Caballero, Ricardo J.",7006328109
Ricardo Cavalcanti,"Cavalcanti, Ricardo de O.",7003290720
Ricardo J. Caballero,"Caballero, Ricardo J.",7006328109
Ricardo Lagos,"Lagos, Ricardo A.",7006174558
Rich Wobbekind,"Wobbekind, Richard L.",6504821156
Richard Arnott,"Arnott, Richard J.",55952373900
Richard Arnould,"Arnould, Richard J.",7003581258
Richard Ashley,"Ashley, Richard A.",7102083238
Richard B. Freeman,"Freeman, Richard",55331486100
Richard Baillie,"Baillie, Richard T.",7005602679
Richard Bean,"Bean, Richard N.",7004325360
Richard Bernstein,"Bernstein, Richard J.",24070012400
Richard Burkhauser,"Burkhauser, Richard V.",7003593594
Richard C. Feiock,"Feiock, Richard Clark",6602814751
Richard C. Green,"Green, Richard C.",7403917219
Richard C. K. Burdekin,"Burdekin, Richard C.K.",6601963673
Richard C.K. Burdekin,"Burdekin, Richard C.K.",6601963673
Richard Caves,"Caves, Richard E.",7006632398
Richard Clarida,"Clarida, Richard H.",6701569716
Richard Cooper,"Cooper, Richard N.",55217914100
Richard Cothren,"Cothren, Richard",56617328600
Richard D. McKelvey,"McKelvey, Richard D.",7005094362
Richard D. Wolff,"Wolff, Richard D.",7201588537
Richard Dusansky,"Dusansky, Richard",6602552097
Richard Dykstra,"Dykstra, Richard L.",56266309100
Richard E. Baldwin,"Baldwin, Richard E.",55999968100
Richard E. Gift,"Gift, Richard E.",6603606153
Richard E. Howitt,"Howitt, Richard E.",7005506549
Richard E. Wagner,"Wagner, Richard E.",7404299884
Richard Easterlin,"Easterlin, Richard A.",6701342832
Richard Ericson,"Ericson, Richard E.",7003846041
Richard Fowles,"Fowles, Richard",7004045133
Richard Frankel,"Frankel, Richard M.",7101875642
Richard Freeman,"Freeman, Richard",55331486100
Richard Gift,"Gift, Richard E.",6603606153
Richard Gilbert,"Gilbert, Richard J.",55431835700
Richard Grabowski,"Grabowski, Richard",7006078050
Richard H. Stanton,"Stanton, Richard Henry",7101932744
Richard H. Steckel,"Steckel, Richard H.",7005421445
Richard Harris,"Harris, Richard G.",55711896900
Richard Hartman,"Hartman, Richard",7102447968
Richard J. Arnott,"Arnott, Richard J.",55952373900
Richard J. Arnould,"Arnould, Richard J.",7003581258
Richard J. Gilbert,"Gilbert, Richard J.",55431835700
Richard J. Kish,"Kish, Richard J.",6602844138
Richard J. Rosen,"Rosen, Richard J.",7202895259
Richard Johnson,"Johnson, Richard D.",55824322100
Richard Kish,"Kish, Richard J.",6602844138
Richard Kosobud,"Kosobud, Richard F.",6603132844
Richard L. McNearny,"McNearny, Richard L.",6603773634
Richard Lipsey,"Lipsey, Richard G.",7003366020
Richard Mishkin,"Mishkin, Frederic S.",35293058900
Richard N. Boisvert,"Boisvert, Richard N.",7006756378
